phrase;pinyin;meaning;count;tokenization
黑海里的水事实上是黑的吗？;hēihǎi lǐ de shuǐ shìshíshàng shì hēi de ma？;Is the water in the Black Sea actually black?;12;黑海 里 的 水 事实上 是 黑 的 吗 ？
为什么它应该要变得不一样？;wèishénme tā yīnggāi yào biàndé bù yīyàng？;Why should it be different?;12;为什么 它 应该 要 变得 不 一样 ？
这刚好是我想看到它发生的。;zhè gānghǎo shì wǒ xiǎng kàndào tā fāshēng de。;That's exactly what I wanted to see happen.;12;这 刚好 是 我 想 看到 它 发生 的 。
他一个月玩两到三次高尔夫。;tā yígèyuè wán liǎngdào sāncì gāoěrfū。;He plays golf two or three times a month.;12;他 一个月 玩 两到 三次 高尔夫 。
我们别无选择只能冒着危险。;wǒmen biéwúxuǎnzé zhǐnéng màozhewēixiǎn。;We have no choice but to risk it.;12;我们 别无选择 只能 冒着危险 。
你想知道为什么我对Tom说话吗？;nǐ xiǎng zhīdào wèishénme wǒ duì Tom shuōhuà ma？;Do you want to know why I lied to Tom?;12;你 想 知道 为什么 我 对 Tom 说话 吗 ？
Mary霸占了她的包包并且离开了。;Mary bàzhàn le tā de bāobāo bìngqiě líkāi le。;Mary grabbed her purse and left.;12;Mary 霸占 了 她 的 包包 并且 离开 了 。
我的车子的开销比你的要多。;wǒ de chēzi de kāixiāo bǐ nǐ de yào duō。;My car cost more than yours did.;12;我 的 车子 的 开销 比 你 的 要 多 。
Tatoeba：比起没有句子，没有感觉更好。;Tatoeba： bǐqǐ méiyǒu jùzi， méiyǒu gǎnjué gènghǎo。;Tatoeba: Better to make no sense than no sentence!;12;Tatoeba ： 比起 没有 句子 ， 没有 感觉 更好 。
你的名字已经从名单删除了。;nǐ de míngzì yǐjīng cóng míngdān shānchú le。;Your name has been crossed off the list.;12;你 的 名字 已经 从 名单 删除 了 。
你上次跟玛丽说是什么时候？;nǐ shàngcì gēn mǎlì shuō shì shénme shíhòu？;When was the last time you talked to Mary?;12;你 上次 跟 玛丽 说 是 什么 时候 ？
欧洲人试着去教化部落的人;ōuzhōurén shìzhe qù jiàohuà bùluò de rén;Europeans tried to civilize the tribe.;12;欧洲人 试着 去 教化 部落 的 人
欧洲人试着去教化部落的人;ōuzhōurén shìzhe qù jiàohuà bùluò de rén;Europeans tried to civilise the tribe.;12;欧洲人 试着 去 教化 部落 的 人
他们的苹果没有我们的好吃。;tāmen de píngguǒ méiyǒu wǒmen de hǎochī。;Their apples aren't as tasty as ours.;12;他们 的 苹果 没有 我们 的 好吃 。
您想知道为什么我要离开吗？;nín xiǎng zhīdào wèishénme wǒyào líkāi ma？;Do you want to know why I quit?;12;您 想 知道 为什么 我要 离开 吗 ？
玩这些电脑游戏要反应灵敏。;wán zhèxiē diànnǎoyóuxì yào fǎnyìng língmǐn。;You need to have quick reactions to play these computer games.;12;玩 这些 电脑游戏 要 反应 灵敏 。
今天是周五，明天就是周末了！;jīntiān shì zhōuwǔ， míngtiān jiùshì zhōumò le！;Today is Friday. The weekend starts already tomorrow!;12;今天 是 周五 ， 明天 就是 周末 了 ！
我们必须把它彻底检查一下。;wǒmen bìxū bǎ tā chèdǐ jiǎncháyīxià。;We have to thoroughly investigate it.;12;我们 必须 把 它 彻底 检查一下 。
“我必须检查下伤口，”医生说道。;“ wǒ bìxū jiǎnchá xià shāngkǒu，” yīshēng shuōdào。;"""I need to inspect the wound,"" said the doctor.";12;“ 我 必须 检查 下 伤口 ， ” 医生 说道 。
因为暴雨，河水暴涨漫过河岸。;yīnwèi bàoyǔ， héshuǐ bàozhǎng mànguò héàn。;Due to the rainstorm, the river water surged over the river banks.;12;因为 暴雨 ， 河水 暴涨 漫过 河岸 。
昨晚我做了一个可怕的噩梦。;zuówǎn wǒ zuò le yígè kěpà de èmèng。;I had a really bad nightmare last night.;12;昨晚 我 做 了 一个 可怕 的 噩梦 。
你写这份报告花了多长时间？;nǐ xiě zhèfèn bàogào huā le duōzhǎngshíjiān？;How long did it take you to write this report?;12;你 写 这份 报告 花 了 多长时间 ？
她十三岁的时候离家出走了。;tā shísānsuì de shíhòu líjiāchūzǒu le。;When she was thirteen, she ran away from home.;12;她 十三岁 的 时候 离家出走 了 。
汤姆没有告诉我他不会游泳。;tāngmǔ méiyǒu gàosù wǒ tā búhuì yóuyǒng。;Tom didn't tell me he didn't know how to swim.;12;汤姆 没有 告诉 我 他 不会 游泳 。
去年官员的数量成倍增加了。;qùnián guānyuán de shùliàng chéngbèizēngjiā le。;The number of officials doubled last year.;12;去年 官员 的 数量 成倍增加 了 。
汤姆瞥了一眼就移开目光了。;tāngmǔ piē le yīyǎn jiù yíkāi mùguāng le。;Tom glanced away.;12;汤姆 瞥 了 一眼 就 移开 目光 了 。
我有一些法语说得好的朋友。;wǒ yǒu yīxiē fǎyǔ shuōdéhǎo de péngyǒu。;I have a few friends who speak French well.;12;我 有 一些 法语 说得好 的 朋友 。
我以为汤姆会喜欢这个聚会。;wǒ yǐwéi tāngmǔ huì xǐhuān zhège jùhuì。;I thought Tom would enjoy the party.;12;我 以为 汤姆 会 喜欢 这个 聚会 。
我以为汤姆会喜欢这个聚会。;wǒ yǐwéi tāngmǔ huì xǐhuān zhège jùhuì。;I thought that Tom would enjoy the party.;12;我 以为 汤姆 会 喜欢 这个 聚会 。
汤姆在学校遇到了很多问题。;tāngmǔ zài xuéxiào yùdào le hěnduō wèntí。;Tom had a lot of problems at the school.;12;汤姆 在 学校 遇到 了 很多 问题 。
我觉得你真是让人大吃一惊。;wǒ juéde nǐ zhēnshì ràng rén dàchīyījīng。;I think you're really amazing.;12;我 觉得 你 真是 让 人 大吃一惊 。
我收到汤姆的一条紧急消息。;wǒ shōudào tāngmǔ de yītiáo jǐnjí xiāoxī。;I have an urgent message from Tom.;12;我 收到 汤姆 的 一条 紧急 消息 。
我以为汤姆今晚有足球比赛。;wǒ yǐwéi tāngmǔ jīnwǎn yǒu zúqiúbǐsài。;I thought Tom had a soccer game tonight.;12;我 以为 汤姆 今晚 有 足球比赛 。
我以为汤姆今晚有足球比赛。;wǒ yǐwéi tāngmǔ jīnwǎn yǒu zúqiúbǐsài。;I thought that Tom had a soccer game tonight.;12;我 以为 汤姆 今晚 有 足球比赛 。
为什么他们会需要那么做呢？;wèishénme tāmen huì xūyào nàme zuò ne？;Why would they need to do that?;12;为什么 他们 会 需要 那么 做 呢 ？
汤姆，我想要你来操作这一个。;tāngmǔ， wǒ xiǎngyào nǐ lái cāozuò zhè yígè。;Tom, I want you to handle this one.;12;汤姆 ， 我 想要 你 来 操作 这 一个 。
她告诉了他自己相信占星术。;tā gàosù le tā zìjǐ xiāngxìn zhānxīngshù。;She told him that she believed in astrology.;12;她 告诉 了 他 自己 相信 占星术 。
我认为自己的法语相当流利。;wǒ rènwéi zìjǐ de fǎyǔ xiāngdāng liúlì。;I consider myself fairly fluent in French.;12;我 认为 自己 的 法语 相当 流利 。
那些海报现在都到哪里去了？;nàxiē hǎibào xiànzài dōu dào nǎlǐ qù le？;Where are those posters now?;12;那些 海报 现在 都 到 哪里 去 了 ？
为什么你不等等我就开始了？;wèishénme nǐ bù děngděng wǒ jiù kāishǐ le？;Why did you begin without me?;12;为什么 你 不 等等 我 就 开始 了 ？
汤姆被玛丽说的话给难倒了。;tāngmǔ bèi mǎlì shuō dehuà gěi nándǎo le。;Tom was puzzled by what Mary said.;12;汤姆 被 玛丽 说 的话 给 难倒 了 。
那么吃的话，肚子会吃坏的噢。;nàme chī dehuà， dǔzi huì chī huài de ō。;If you eat that much, you'll have a stomachache.;12;那么 吃 的话 ， 肚子 会 吃 坏 的 噢 。
那么吃的话，肚子会吃坏的噢。;nàme chī dehuà， dǔzi huì chī huài de ō。;If you eat that much, you'll get a stomachache.;12;那么 吃 的话 ， 肚子 会 吃 坏 的 噢 。
麻烦了，请给我一把汤勺好吗？;máfán le， qǐng gěi wǒ yībǎ tāngsháo hǎo ma？;Excuse me, may I have a spoon?;12;麻烦 了 ， 请 给 我 一把 汤勺 好 吗 ？
您那样做的话，可就帮到我了。;nín nàyàng zuò dehuà， kě jiù bāngdào wǒ le。;It would be helpful if you could do that for me.;12;您 那样 做 的话 ， 可 就 帮到 我 了 。
波士顿是一座非常好的城市。;bōshìdùn shì yīzuò fēicháng hǎo de chéngshì。;Boston is a wonderful city.;12;波士顿 是 一座 非常 好 的 城市 。
看来今天会是漫长的一天啊。;kànlái jīntiān huì shì màncháng de yītiān a。;It looks like today will be a long day.;12;看来 今天 会 是 漫长 的 一天 啊 。
看来今天会是漫长的一天啊。;kànlái jīntiān huì shì màncháng de yītiān a。;Looks like today will be a long day.;12;看来 今天 会 是 漫长 的 一天 啊 。
看来今天会是漫长的一天啊。;kànlái jīntiān huì shì màncháng de yītiān a。;Looks like its gonna be a long old day.;12;看来 今天 会 是 漫长 的 一天 啊 。
为什么你的脑袋那么聪明呢？;wèishénme nǐ de nǎodài nàme cōngmíng ne？;Why are you so smart?;12;为什么 你 的 脑袋 那么 聪明 呢 ？
想要什么样的圣诞节礼物呢？;xiǎngyào shénmeyàng de shèngdànjié lǐwù ne？;What do you want for Christmas?;12;想要 什么样 的 圣诞节 礼物 呢 ？
我踩到了什么奇怪的东西了。;wǒ cǎi dào le shénme qíguài de dōngxī le。;I stepped on something weird.;12;我 踩 到 了 什么 奇怪 的 东西 了 。
能麻烦您等一个小时左右吗？;néng máfán nín děng yígè xiǎoshí zuǒyòu ma？;Can you wait about an hour?;12;能 麻烦 您 等 一个 小时 左右 吗 ？
对不起，我忘了作业这回事了。;duìbùqǐ， wǒ wàng le zuòyè zhè huíshì le。;I'm sorry, I forgot to do my homework.;12;对不起 ， 我 忘 了 作业 这 回事 了 。
自己说过的话都不记得了吗？;zìjǐ shuō guò dehuà dōu bù jìde le ma？;Don't you remember what you said?;12;自己 说 过 的话 都 不 记得 了 吗 ？
自己说过的话都不记得了吗？;zìjǐ shuō guò dehuà dōu bù jìde le ma？;So you can't even remember what you said?;12;自己 说 过 的话 都 不 记得 了 吗 ？
他买土地的目的是要造房子。;tā mǎi tǔdì de mùdì shì yàozào fángzi。;He bought the land for the purpose of building a house on it.;12;他 买 土地 的 目的 是 要造 房子 。
他买土地的目的是要造房子。;tā mǎi tǔdì de mùdì shì yàozào fángzi。;His goal in buying land is to build a house.;12;他 买 土地 的 目的 是 要造 房子 。
他买土地的目的是要造房子。;tā mǎi tǔdì de mùdì shì yàozào fángzi。;He bought land for the purpose of building a house.;12;他 买 土地 的 目的 是 要造 房子 。
问题是，我没甚么要跟他说的。;wèntí shì， wǒ méi shénme yào gēn tā shuō de。;The problem is, I don't have anything to say to him.;12;问题 是 ， 我 没 甚么 要 跟 他 说 的 。
悉尼是澳大利亚最大的城市。;xīní shì àodàlìyà zuìdà de chéngshì。;Sydney is the largest city in Australia.;12;悉尼 是 澳大利亚 最大 的 城市 。
悉尼是澳大利亚最大的城市。;xīní shì àodàlìyà zuìdà de chéngshì。;Sydney is Australia's largest city.;12;悉尼 是 澳大利亚 最大 的 城市 。
你应该学会控制自己的情绪。;nǐ yīnggāi xuéhuì kòngzhì zìjǐ de qíngxù。;You should learn to control your emotions.;12;你 应该 学会 控制 自己 的 情绪 。
您应该学会控制自己的情绪。;nín yīnggāi xuéhuì kòngzhì zìjǐ de qíngxù。;You should learn how to control that mood of yours.;12;您 应该 学会 控制 自己 的 情绪 。
我昨天购物时自行车被偷了。;wǒ zuótiān gòuwù shí zìxíngchē bèi tōu le。;My bike was stolen when I went shopping.;12;我 昨天 购物 时 自行车 被 偷 了 。
我不应该一个人工作这么多。;wǒ bù yīnggāi yígè rén gōngzuò zhème duō。;I shouldn't have to do all this work by myself.;12;我 不 应该 一个 人 工作 这么 多 。
我很开心你不在我朋友卷里。;wǒ hěn kāixīn nǐ bù zài wǒ péngyǒu juǎnlǐ。;I'm glad you're not in my circle of friends.;12;我 很 开心 你 不 在 我 朋友 卷里 。
那两个部门有时候意见相左。;nà liǎnggè bùmén yǒushíhòu yìjiàn xiāngzuǒ。;Those two departments are sometimes at odds with each other.;12;那 两个 部门 有时候 意见 相左 。
最近天猫上有手机促销活动。;zuìjìn tiānmāo shàng yǒu shǒujī cùxiāo huódòng。;Recently T Mall has had a sales promotion on cell phones.;12;最近 天猫 上 有 手机 促销 活动 。
“你要在罗马待多久？”“周二就走。”;“ nǐ yào zài luómǎ dài duōjiǔ？”“ zhōuèr jiù zǒu。”;"""How long will you remain in Rome?"" ""Until Tuesday.""";12;“ 你 要 在 罗马 待 多久 ？ ” “ 周二 就 走 。 ”
在意大利，他们每周工作五天。;zài yìdàlì， tāmen měizhōu gōngzuò wǔtiān。;In Italy, they work five days a week.;12;在 意大利 ， 他们 每周 工作 五天 。
城市里的机动车数量增加了。;chéngshì lǐ de jīdòngchē shùliàng zēngjiā le。;The number of motor vehicles in the city has increased.;12;城市 里 的 机动车 数量 增加 了 。
天气热，我就把电风扇打开了。;tiānqì rè， wǒ jiù bǎ diànfēngshàn dǎkāi le。;It's warm, so I turned on the electric fan.;12;天气 热 ， 我 就 把 电风扇 打开 了 。
这里卖的鲑鱼是品质最好的。;zhèlǐ mài de guīyú shì pǐnzhì zuìhǎo de。;The quality of salmon being sold here is the best.;12;这里 卖 的 鲑鱼 是 品质 最好 的 。
这个世界语句子是什么意思？;zhège shìjièyǔ jùzi shì shénme yìsi？;What does this Esperanto sentence mean?;12;这个 世界语 句子 是 什么 意思 ？
我刚才说的内容，你想补充么？;wǒ gāngcái shuō de nèiróng， nǐ xiǎng bǔchōng me？;Is there anything you want to add to what I just said?;12;我 刚才 说 的 内容 ， 你 想 补充 么 ？
我不喜欢你和我说话的口气。;wǒ bù xǐhuān nǐ hé wǒ shuōhuà de kǒuqì。;I don't like the way you talk to me.;12;我 不 喜欢 你 和 我 说话 的 口气 。
派对主席说话时有葡萄牙腔;pàiduì zhǔxí shuōhuà shíyǒu pútáoyá qiāng;The party host had a Portuguese accent.;12;派对 主席 说话 时有 葡萄牙 腔
我的笔记本电脑发生故障了。;wǒ de bǐjìběndiànnǎo fāshēng gùzhàng le。;My laptop crashed.;12;我 的 笔记本电脑 发生 故障 了 。
我不清楚这里发生了什么事？;wǒ bù qīngchǔ zhèlǐ fāshēng le shénme shì？;I have no idea of what's going on in there.;12;我 不 清楚 这里 发生 了 什么 事 ？
因为一份奖学金，Tom得以上大学。;yīnwèi yīfèn jiǎngxuéjīn， Tom dé yǐshàng dàxué。;Tom was able to go to college thanks to a scholarship.;12;因为 一份 奖学金 ， Tom 得 以上 大学 。
他大概在六点离开了建筑物。;tā dàgài zài liùdiǎn líkāi le jiànzhùwù。;He left the building at about 6 p.m.;12;他 大概 在 六点 离开 了 建筑物 。
Tom看了看周围，但没看到任何人。;Tom kàn le kàn zhōuwéi， dàn méi kàndào rènhérén。;Tom looked around, but saw no one.;12;Tom 看 了 看 周围 ， 但 没 看到 任何人 。
我们还会在波士顿待三个月。;wǒmen háihuì zài bōshìdùn dài sāngè yuè。;We'll be in Boston for another three weeks.;12;我们 还会 在 波士顿 待 三个 月 。
她从前会在星期天去看电影。;tā cóngqián huì zài xīngqītiān qù kàn diànyǐng。;She used to go to the movies on Sundays.;12;她 从前 会 在 星期天 去 看 电影 。
她在入口看到一个年轻男人。;tā zài rùkǒu kàndào yígè niánqīng nánrén。;She saw a young man at the entrance.;12;她 在 入口 看到 一个 年轻 男人 。
这辆车每升油能跑十三公里。;zhèliàng chē měishēng yóunéng pǎo shísāngōnglǐ。;This car can go thirteen kilometers for every liter of gasoline.;12;这辆 车 每升 油能 跑 十三公里 。
你知道怎么驾驶这玩意儿吗？;nǐ zhīdào zěnme jiàshǐ zhè wányìér ma？;Do you know how to drive this thing?;12;你 知道 怎么 驾驶 这 玩意儿 吗 ？
那，我们五点后去买衣服，好吗？;nà， wǒmen wǔdiǎn hòu qù mǎi yīfú， hǎo ma？;Then, we will go clothes shopping after five o'clock, alright?;12;那 ， 我们 五点 后 去 买 衣服 ， 好 吗 ？
告诉她我只是在跟她开玩笑。;gàosù tā wǒ zhǐshì zài gēn tā kāiwánxiào。;Tell her that I am just joking with her.;12;告诉 她 我 只是 在 跟 她 开玩笑 。
我甚至不想去想会发生什么。;wǒ shènzhì bùxiǎng qù xiǎnghuì fāshēng shénme。;I don't even want to think about what could happen.;12;我 甚至 不想 去 想会 发生 什么 。
我并没有花那么多时间在Facebook上。;wǒ bìng méiyǒu huā nàme duō shíjiān zài Facebook shàng。;I don't really use Facebook that much.;12;我 并 没有 花 那么 多 时间 在 Facebook 上 。
我们只是需要确认Tom有要来这。;wǒmen zhǐshì xūyào quèrèn Tom yǒuyào lái zhè。;We just have to make sure Tom is planning to be here.;12;我们 只是 需要 确认 Tom 有要 来 这 。
我很肯定汤姆昨天来过这里。;wǒ hěn kěndìng tāngmǔ zuótiān láiguò zhèlǐ。;I'm sure Tom came here yesterday.;12;我 很 肯定 汤姆 昨天 来过 这里 。
你冷静下来，从头开始跟我说。;nǐ lěngjìngxiàlái， cóngtóukāishǐ gēn wǒ shuō。;Calm down and explain it from the beginning.;12;你 冷静下来 ， 从头开始 跟 我 说 。
拉丁文是宗教与文化的语言。;lādīngwén shì zōngjiào yǔ wénhuà de yǔyán。;Latin was the language of religion and culture.;12;拉丁文 是 宗教 与 文化 的 语言 。
他的公司没有从危机中幸存。;tā de gōngsī méiyǒu cóng wēijī zhōng xìngcún。;His company didn't survive the crisis.;12;他 的 公司 没有 从 危机 中 幸存 。
那个囚犯在牢里待了两个月。;nàge qiúfàn zài láolǐ dài le liǎnggè yuè。;The prisoner was behind bars for two months.;12;那个 囚犯 在 牢里 待 了 两个 月 。
我无法分辨你是否在开玩笑。;wǒ wúfǎ fēnbiàn nǐ shìfǒu zài kāiwánxiào。;I can't tell if you're joking.;12;我 无法 分辨 你 是否 在 开玩笑 。
你最喜欢用什么方法煮豆子？;nǐ zuì xǐhuān yòng shénme fāngfǎ zhǔ dòuzi？;What's your favorite way to cook beans?;12;你 最 喜欢 用 什么 方法 煮 豆子 ？
中松为自己的愚蠢问题苦笑。;zhōngsōng wèi zìjǐ de yúchǔn wèntí kǔxiào。;Nakamatsu smiled bitterly at his own stupid question.;12;中松 为 自己 的 愚蠢 问题 苦笑 。
他不仅社会学毕业，还有哲学。;tā bùjǐn shèhuìxué bìyè， háiyǒu zhéxué。;He not only graduated from studying sociology, but also philosophy.;12;他 不仅 社会学 毕业 ， 还有 哲学 。
我喜欢在纽约第五大街购物。;wǒ xǐhuān zài niǔyuē dìwǔ dàjiē gòuwù。;I like shopping on Fifth Avenue in New York.;12;我 喜欢 在 纽约 第五 大街 购物 。
我们到达志贺高原时会下雪。;wǒmen dàodá zhìhè gāoyuán shíhuì xiàxuě。;It will be snowing when we arrive at Shiga Heights.;12;我们 到达 志贺 高原 时会 下雪 。
汤姆喝咖啡放很多糖和奶油。;tāngmǔ hēkāfēi fàng hěnduō táng hé nǎiyóu。;Tom puts a lot of sugar and cream in his coffee.;12;汤姆 喝咖啡 放 很多 糖 和 奶油 。
每个人都会有犯错误的时候。;měigè rén dōu huì yǒu fàncuòwù de shíhòu。;There will be times when everyone makes mistakes.;12;每个 人 都 会 有 犯错误 的 时候 。
我想学德语，但是我没有时间。;wǒxiǎngxué déyǔ， dànshì wǒ méiyǒu shíjiān。;I'd like to study German, but I don't have the time.;12;我想学 德语 ， 但是 我 没有 时间 。
都一天了，你居然还没有开始！;dōu yītiān le， nǐ jūrán hái méiyǒu kāishǐ！;How come you have not started yet after a day.;12;都 一天 了 ， 你 居然 还 没有 开始 ！
汤姆还不清楚要不要上大学。;tāngmǔ hái bù qīngchǔ yào búyào shàng dàxué。;Tom is still uncertain about whether to go to college or not.;12;汤姆 还 不 清楚 要 不要 上 大学 。
汤姆的严酷考验远没有结束。;tāngmǔ de yánkù kǎoyàn yuǎn méiyǒu jiéshù。;Tom's ordeal was far from over.;12;汤姆 的 严酷 考验 远 没有 结束 。
我是芬兰人，但我也说瑞典语。;wǒ shì fēnlánrén， dàn wǒ yě shuō ruìdiǎnyǔ。;I am Finnish, but I speak also Swedish.;12;我 是 芬兰人 ， 但 我 也 说 瑞典语 。
汤姆是在下个星期一回来吗？;tāngmǔ shì zài xiàgèxīngqī yī huílái ma？;Is it next Monday that Tom returns?;12;汤姆 是 在 下个星期 一 回来 吗 ？
我的哥哥是很狂热的足球迷。;wǒ de gēgē shì hěn kuángrè de zúqiúmí。;My older brother is a very enthusiastic soccer fan.;12;我 的 哥哥 是 很 狂热 的 足球迷 。
医生们警告我们可能的危险。;yīshēng men jǐnggào wǒmen kěnéng de wēixiǎn。;Doctors warn us of possible danger.;12;医生 们 警告 我们 可能 的 危险 。
我觉得汤姆知道怎么玩麻雀。;wǒ juéde tāngmǔ zhīdào zěnme wán máquè。;Tom knows how to play mahjong, I think.;12;我 觉得 汤姆 知道 怎么 玩 麻雀 。
单有卡其裤，还成不了冒险家。;dānyǒu kǎqíkù， hái chéngbùliǎo màoxiǎnjiā。;Khaki shorts with cargo pockets do not make you an adventurer.;12;单有 卡其裤 ， 还 成不了 冒险家 。
她拒绝我们的邀请很不礼貌。;tā jùjué wǒmen de yāoqǐng hěn bù lǐmào。;It is very impolite of her to decline our invitation.;12;她 拒绝 我们 的 邀请 很 不 礼貌 。
有个小伙子在我的瑜伽班里。;yǒugè xiǎohuǒzi zài wǒ de yújiā bānlǐ。;There's a guy in my yoga class.;12;有个 小伙子 在 我 的 瑜伽 班里 。
这计划执行起来花销会很大。;zhè jìhuà zhíxíng qǐlái huāxiāo huì hěndà。;This plan will be very expensive to carry out.;12;这 计划 执行 起来 花销 会 很大 。
毕竟，这家伙有一次想杀我爸。;bìjìng， zhè jiāhuo yǒu yīcì xiǎng shā wǒ bà。;After all, this is a guy that tried to kill my dad at one time.;12;毕竟 ， 这 家伙 有 一次 想 杀 我 爸 。
我希望我能说法语说得更好。;wǒ xīwàng wǒnéng shuō fǎyǔ shuō dé gènghǎo。;I wish that I could speak French better.;12;我 希望 我能 说 法语 说 得 更好 。
给我说说你去过的一些地方。;gěi wǒ shuō shuō nǐ qùguò de yīxiē dìfāng。;Tell me about some of the places you've visited.;12;给 我 说 说 你 去过 的 一些 地方 。
丹的家庭电话被警察监听了。;dān de jiātíng diànhuà bèi jǐngchá jiāntīng le。;Dan's home phone was tapped by police.;12;丹 的 家庭 电话 被 警察 监听 了 。
交通高峰期该有更多公交车。;jiāotōng gāofēngqī gāi yǒu gèng duō gōngjiāochē。;There ought to be more buses during the rush hours.;12;交通 高峰期 该 有 更 多 公交车 。
他跟他们干脆地断绝来往了。;tā gēn tāmen gāncuì dì duànjuéláiwǎng le。;He made a clean break with them.;12;他 跟 他们 干脆 地 断绝来往 了 。
我一生中从没见过那么多血。;wǒ yīshēng zhōng cóngméi jiànguò nàme duōxuè。;I've never seen so much blood in my life.;12;我 一生 中 从没 见过 那么 多血 。
你确定你不喜欢别的东西了？;nǐ quèdìng nǐ bù xǐhuān biéde dōngxī le？;Are you sure you wouldn't like anything else?;12;你 确定 你 不 喜欢 别的 东西 了 ？
我能闻到他呼吸中的酒精味。;wǒnéng wéndào tā hūxī zhōng de jiǔjīng wèi。;I could smell the alcohol on his breath.;12;我能 闻到 他 呼吸 中 的 酒精 味 。
“什么宠物一直在地板上？”“地毯。”;“ shénme chǒngwù yìzhí zài dìbǎn shàng？”“ dìtǎn。”;"""What kind of pet is always found on the floor?"" ""A carpet.""";12;“ 什么 宠物 一直 在 地板 上 ？ ” “ 地毯 。 ”
我们军队总是被游击队骚扰。;wǒmen jūnduì zǒngshì bèi yóujīduì sāorǎo。;Our troops were constantly attacked by the guerrillas.;12;我们 军队 总是 被 游击队 骚扰 。
汤姆被送到全国最差的监狱。;tāngmǔ bèi sòngdào quánguó zuìchà de jiānyù。;Tom was sent to the worst prison in the country.;12;汤姆 被 送到 全国 最差 的 监狱 。
我看我们现在就该谈谈这事。;wǒ kàn wǒmen xiànzài jiù gāi tántán zhè shì。;I think we should talk about this now.;12;我 看 我们 现在 就 该 谈谈 这 事 。
我不明白汤姆是怎么知道的。;wǒ bù míngbái tāngmǔ shì zěnme zhīdào de。;I can't understand how Tom could know.;12;我 不 明白 汤姆 是 怎么 知道 的 。
玛利亚的父亲容易被人左右。;mǎlìyà de fùqīn róngyì bèi rén zuǒyòu。;Maria's father is easily influenced.;12;玛利亚 的 父亲 容易 被 人 左右 。
汤姆几乎能游得跟我一样快。;tāngmǔ jīhū néngyóu dé gēn wǒ yīyàng kuài。;Tom can swim almost as fast as I can.;12;汤姆 几乎 能游 得 跟 我 一样 快 。
在加拿大不满20岁饮酒不合法。;zài jiānádà bùmǎn 20 suì yǐnjiǔ bù héfǎ。;It's not legal for people under 20 to drink in Canada.;12;在 加拿大 不满 20 岁 饮酒 不 合法 。
汤姆把夹克挂在大厅衣柜里。;tāngmǔ bǎ jiákè guà zài dàtīng yīguì lǐ。;Tom hung his jacket in the hall closet.;12;汤姆 把 夹克 挂 在 大厅 衣柜 里 。
汤姆知道了这个想法很欣喜。;tāngmǔ zhīdào le zhège xiǎngfǎ hěn xīnxǐ。;Tom was delighted by the idea.;12;汤姆 知道 了 这个 想法 很 欣喜 。
有人在火车上偷了我的钱包。;yǒurén zài huǒchē shàng tōu le wǒ de qiánbāo。;Someone stole my wallet on the train.;12;有人 在 火车 上 偷 了 我 的 钱包 。
我曾经每周末都和朋友外出。;wǒ céngjīng měi zhōumò dōu hé péngyǒu wàichū。;I used to go out with friends every weekend.;12;我 曾经 每 周末 都 和 朋友 外出 。
今天许多学校因为风暴停课。;jīntiān xǔduō xuéxiào yīnwèi fēngbào tíngkè。;Many schools are closed today because of the storm.;12;今天 许多 学校 因为 风暴 停课 。
我就想知道到底出了什么事。;wǒ jiù xiǎng zhīdào dàodǐ chū le shénme shì。;I just want to know what actually happened.;12;我 就 想 知道 到底 出 了 什么 事 。
汤姆把一叠信放在玛丽桌上。;tāngmǔ bǎ yīdié xìn fàngzài mǎlì zhuōshàng。;Tom put a stack of letters on Mary's desk.;12;汤姆 把 一叠 信 放在 玛丽 桌上 。
他给父母写信至少一周一次。;tā gěi fùmǔ xiěxìn zhìshǎo yīzhōu yīcì。;She wrote to her parents at least once a week.;12;他 给 父母 写信 至少 一周 一次 。
冬天有很多老人在冰上滑倒。;dōngtiān yǒu hěnduō lǎorén zài bīngshàng huádào。;In the winter, many older people slip on ice and fall down.;12;冬天 有 很多 老人 在 冰上 滑倒 。
你知道汤姆在哪里等我们吗？;nǐ zhīdào tāngmǔ zài nǎlǐ děng wǒmen ma？;Do you know where Tom is waiting for us?;12;你 知道 汤姆 在 哪里 等 我们 吗 ？
汤姆问我喜欢不喜欢巧克力。;tāngmǔ wèn wǒ xǐhuān bù xǐhuān qiǎokèlì。;Tom asked me if I liked chocolate.;12;汤姆 问 我 喜欢 不 喜欢 巧克力 。
随着故事的进行，谜题揭开了。;suízhe gùshì de jìnxíng， mítí jiēkāi le。;As the story advances, the mystery unravels.;12;随着 故事 的 进行 ， 谜题 揭开 了 。
他们抵御入侵者，保卫了国家。;tāmen dǐyù rùqīnzhě， bǎowèi le guójiā。;They defended their country against the invaders.;12;他们 抵御 入侵者 ， 保卫 了 国家 。
他让妹妹帮他涂他房间的墙。;tā ràng mèimèi bāng tā tú tā fángjiān de qiáng。;He had his sister help him paint the wall of his room.;12;他 让 妹妹 帮 他 涂 他 房间 的 墙 。
很久以前，他是一个百万富翁。;hěnjiǔyǐqián， tā shì yígè bǎiwànfùwēng。;He was a millionaire a long time ago.;12;很久以前 ， 他 是 一个 百万富翁 。
汤姆和我每天都在学校见面。;tāngmǔ hé wǒ měitiān dōu zài xuéxiào jiànmiàn。;Tom and I see each other every day at school.;12;汤姆 和 我 每天 都 在 学校 见面 。
